 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmg160_x[mDeg];bmg160_y[mDeg];bmg160_z[mDeg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
3210;839;58;613;1159;-793;3723;799;54;667;183;-915;3356;
3220;835;56;611;1953;-549;2990;809;52;662;1098;-854;2685;
3230;839;56;601;2380;183;1708;809;50;657;1708;-122;1342;
3240;828;64;601;2685;732;305;806;54;647;2014;488;-61;
3250;810;78;591;1525;1281;-1098;786;70;642;732;854;-1892;
3260;808;82;595;1525;1281;-1098;786;70;642;732;854;-1892;
3270;804;85;599;183;854;-1037;778;76;646;-549;610;-1525;
3280;804;87;607;-305;0;-366;777;79;650;-1403;0;-793;
3290;804;72;609;-610;122;610;776;78;657;-1647;0;61;
3300;816;62;609;-244;915;1281;782;69;660;-1098;488;915;
3310;820;60;605;671;1464;1464;794;60;658;-305;1037;1037;
3320;832;62;601;976;1831;1403;793;58;658;122;1586;976;
3330;824;64;605;915;1098;1281;797;56;658;122;793;915;
3340;822;66;603;854;549;976;798;61;656;-122;61;427;
3350;826;72;607;244;-183;488;796;63;654;-549;-244;61;
3360;828;78;613;183;366;183;794;64;660;-732;-61;-244;
3370;830;80;607;366;732;61;794;69;665;-610;488;-427;
3380;824;78;615;549;122;427;792;72;666;-305;-244;-183;
3390;830;68;609;-61;-1342;610;793;70;662;-915;-1892;122;
3400;826;66;607;-671;-2014;366;799;63;658;-1647;-2319;-122;
3410;822;62;603;-610;-1159;0;798;60;656;-1525;-1220;-610;
3420;818;74;603;-549;-488;-610;794;64;658;-1281;-610;-1098;
3430;800;83;597;-305;-549;-732;782;78;650;-1220;-854;-1281;
3440;802;78;597;-305;-549;-732;782;78;650;-1220;-854;-1281;
3450;804;83;603;-854;-915;-244;782;78;650;-1586;-1220;-549;
3460;804;80;599;-915;-1098;610;777;79;649;-1831;-1342;366;
3470;814;72;595;-915;-1098;1342;779;75;648;-1892;-1220;1037;
3480;816;70;601;-671;-854;1831;791;66;648;-1586;-1037;1281;
3490;828;62;593;-610;-793;1770;795;60;648;-1464;-915;1281;
3500;826;62;595;-305;-366;1770;795;60;648;-1464;-915;1281;
3510;824;54;599;-549;183;1098;802;58;647;-1159;-427;1098;
3520;826;56;603;-1159;-61;610;799;54;647;-1464;-183;427;
3530;826;64;601;-2014;-549;244;795;56;651;-2319;-488;-122;
3540;810;70;601;-1953;-244;-122;793;61;653;-2868;-427;-610;
3550;808;70;601;-1708;61;-183;793;61;653;-2868;-427;-610;
3560;806;70;605;-2014;-366;183;785;68;653;-2746;-122;-549;
3570;808;68;605;-2014;-671;671;784;69;653;-2929;-915;-183;
3580;812;64;599;-1770;-183;1464;786;66;654;-2868;-915;366;
3590;820;62;597;-1403;610;1831;784;64;650;-2441;-122;1098;
3600;820;76;599;-1647;427;2136;794;63;651;-2685;244;1708;
3610;832;54;601;-2258;427;1953;800;54;654;-3173;366;1403;
3620;835;62;605;-2258;427;1953;800;54;654;-3173;366;1403;
3630;826;66;611;-2319;549;1586;800;54;654;-3173;366;1403;
3640;816;58;605;-2197;305;854;800;56;657;-3112;366;793;
3650;826;66;609;-2380;-61;732;791;58;659;-3112;-61;122;
3660;828;66;605;-2319;-183;1159;795;61;659;-3051;-305;488;
3670;820;64;613;-1525;427;915;795;61;659;-2136;549;183;
3680;824;72;605;-793;1403;549;797;59;657;-2136;549;183;
3690;822;60;595;-671;1708;427;792;59;655;-1525;1464;-122;
3700;820;56;607;-1098;1342;61;793;58;653;-1647;1281;-183;
3710;816;56;601;-1586;1403;61;790;55;650;-2258;976;-488;
3720;818;60;613;-2197;1342;488;788;58;663;-3356;488;183;
3730;824;60;617;-2563;-2075;915;793;59;667;-3540;-1586;610;
3740;816;56;609;-2563;-2075;915;797;61;662;-3417;-2807;366;
3750;814;60;609;-2502;-2319;793;797;61;662;-3417;-2807;366;
3760;818;56;603;-2014;-1586;793;789;57;656;-3051;-2197;244;
3770;812;54;603;-1770;-1464;1098;789;55;653;-2685;-1647;549;
3780;820;50;597;-1770;-1708;1281;791;49;652;-2807;-1831;854;
3790;826;52;585;-2258;-1831;1403;791;49;652;-2807;-1831;854;
3800;824;44;607;-2807;-1647;1464;793;48;651;-3601;-1953;854;
3810;832;46;605;-3112;-1892;1159;799;43;652;-4150;-2136;793;
3820;832;50;611;-2807;-1464;610;802;45;656;-3967;-2014;427;
3830;826;56;607;-2380;-1220;0;801;49;654;-3479;-1708;-183;
3840;814;60;597;-1831;-549;-305;797;52;654;-2563;-549;-854;
3850;820;58;601;-1708;-305;-183;792;58;654;-2563;-549;-854;
3860;818;64;603;-1770;-488;-183;790;61;653;-2624;-732;-671;
3870;818;60;605;-2014;-671;0;787;59;657;-2624;-915;-671;
3880;820;58;611;-1770;-549;549;790;57;660;-2685;-732;-244;
3890;822;58;607;-1586;-366;1037;793;58;662;-2624;-732;366;
3900;818;50;605;-1403;-915;1220;793;54;658;-1953;-915;793;
3910;814;48;595;-671;183;1159;789;48;646;-1770;-366;854;
3920;814;54;589;-671;183;1159;789;48;646;-1464;183;610;
3930;822;46;587;-427;366;1037;791;50;642;-1464;183;610;
3940;816;54;587;-1220;305;732;795;52;637;-1831;427;366;
3950;812;50;597;-1892;-366;549;790;54;642;-2929;-305;0;
3960;818;58;605;-1770;-1403;1098;785;54;652;-2197;-2563;976;
3970;816;52;607;-854;-2441;2197;788;56;649;-1770;-2929;1586;
3980;830;42;613;-366;-1403;2868;795;46;660;-854;-1159;2929;
3990;832;39;611;-61;-1159;3295;795;46;660;-854;-1159;2929;
4000;826;35;607;-61;-1159;3295;795;46;660;-854;-1159;2929;
4010;826;37;587;488;-1831;4699;796;35;659;-427;-1586;3845;
4020;835;39;597;1159;-2807;5065;800;39;651;366;-2685;4882;
4030;818;27;591;0;-3967;3479;811;42;643;-366;-4333;3295;
4040;812;52;591;-976;-3662;2624;796;33;641;-2014;-4028;2014;
4050;816;50;585;-976;-3479;1647;783;47;641;-1892;-3662;1220;
4060;791;54;583;-1525;-3845;1220;777;52;638;-2136;-4028;610;
4070;804;58;593;-1831;-4882;1525;768;56;636;-2624;-4821;915;
4080;822;50;589;-3173;-6591;2868;781;56;644;-3784;-6835;2014;
4090;835;35;599;-2990;-7324;4638;804;40;649;-3662;-7629;4394;
4100;841;37;593;-2990;-7324;4638;804;40;649;-3662;-7629;4394;
4110;835;33;597;-2746;-6774;4150;807;32;647;-3662;-6896;3723;
4120;806;31;576;-2136;-6896;3112;794;26;635;-2990;-6896;2685;
4130;826;41;580;-1586;-7751;2136;783;32;629;-2197;-7507;1525;
4140;855;39;599;-2746;-9094;3295;806;40;635;-3112;-9277;2502;
4150;863;41;601;-3295;-7324;4211;828;39;641;-4211;-7751;3784;
4160;865;39;599;-3784;-4150;3112;833;39;648;-4577;-4211;2746;
4170;878;42;593;-3967;-2929;1892;839;34;648;-4943;-2868;1220;
4180;873;39;591;-4089;-1159;-122;847;35;642;-5126;-1708;-610;
4190;875;50;583;-4150;1953;-2380;838;39;637;-5310;1708;-3112;
4200;792;11;570;-4882;5249;-3479;815;29;632;-6103;5432;-4150;
4210;830;27;585;-4577;3906;-4760;773;14;640;-5798;3906;-5187;
4220;853;46;597;-4760;-122;-2929;809;35;639;-5737;-915;-3662;
4230;841;21;593;-5371;-671;-2136;822;36;642;-6347;-1525;-2258;
4240;839;27;601;-4272;-305;-3662;804;18;649;-5371;-488;-4150;
4250;833;41;593;-2563;122;-4699;807;33;644;-3234;0;-5371;
4260;832;42;595;-1586;549;-5004;807;43;641;-2258;549;-5615;
4270;816;54;583;-793;915;-3784;790;52;644;-1586;732;-4089;
4280;814;54;593;-793;915;-3784;790;52;644;-1586;732;-4089;
4290;818;62;599;-1342;-915;-2563;790;52;644;-2258;-1525;-2807;
4300;822;42;593;-2014;-3173;-1708;786;55;647;-2990;-3906;-2014;
4310;826;60;591;-2563;-3723;-427;795;59;646;-3417;-4272;-854;
4320;828;52;587;-2075;-3173;-427;801;54;635;-3051;-3051;-793;
4330;824;50;578;-2380;-2075;-549;796;51;630;-3417;-1953;-1220;
4340;833;39;587;-3356;-1953;61;796;51;630;-3417;-1953;-1220;
4350;855;31;591;-3906;-2136;793;798;45;635;-4516;-2258;-305;
4360;845;37;582;-3967;-1708;732;811;39;636;-5065;-2624;427;
4370;849;27;595;-4089;-793;244;815;34;635;-4882;-1770;244;
4380;837;23;595;-3417;-1037;-183;816;24;647;-3967;-1403;-854;
4390;837;39;580;-1403;-1098;-915;816;24;647;-3967;-1403;-854;
4400;833;31;576;-1037;-1281;-1708;806;29;638;-1708;-1281;-1647;
4410;833;46;580;-2319;-2136;-1586;803;42;631;-2014;-1525;-2136;
4420;835;29;585;-2624;-2563;-1464;804;37;634;-3479;-2685;-2136;
4430;843;25;597;-2685;-1342;-1525;807;38;633;-3662;-2685;-1892;
4440;847;25;599;-2014;183;-1525;814;27;654;-2319;549;-1831;
4450;841;37;583;2136;183;-1892;805;35;638;1831;-427;-2502;
4460;832;41;576;2136;183;-1892;805;35;638;1831;-427;-2502;
4470;830;44;576;2685;-366;-1708;805;35;638;1831;-427;-2502;
4480;833;35;582;2685;-488;-1464;805;40;627;2136;-732;-2319;
4490;832;37;583;2502;-244;-1037;802;38;624;1831;-793;-1831;
4500;841;41;574;2746;488;-610;808;38;628;1770;549;-854;
4510;861;31;603;2380;1953;-305;808;38;628;1770;549;-854;
4520;839;17;607;3479;4943;-1831;823;30;634;1708;2441;-1037;
4530;785;-17;642;7873;11535;-3967;813;13;637;3845;7080;-3295;
4540;765;-21;701;17395;18676;-2868;763;4;663;10314;14953;-4821;
4550;771;35;673;34851;25085;1586;737;0;721;23437;21789;-1708;
4560;855;11;619;51513;33813;7019;806;22;666;57861;38208;8789;
4570;666;103;482;50842;35705;8178;826;54;636;62011;44433;8605;
4580;730;13;423;50842;35705;8178;661;166;699;30151;10070;8911;
4590;816;-29;460;13427;-37658;11352;661;166;699;30151;10070;8911;
4600;955;-39;648;14038;-68054;18676;751;13;518;8850;-70678;12939;
4610;1000;58;666;13427;-37353;23437;925;-34;577;13977;-61767;22033;
4620;984;-72;601;11291;-15441;13061;949;-46;675;9277;-9216;2502;
4630;964;-78;607;9887;-11352;-4821;949;-46;675;9277;-9216;2502;
4640;974;-31;630;10986;-10742;-16906;941;-95;657;9643;-10925;-14892;
4650;955;27;642;10620;-8911;-24597;938;-47;688;11169;-10192;-22521;
4660;923;-42;630;5615;-2685;-34667;924;2;682;7995;-5859;-30761;
4670;912;-68;630;1464;-1037;-46142;892;-45;683;1525;61;-42541;
4680;900;-13;642;1098;-7141;-55114;874;-77;699;1708;-11718;-60363;
4690;900;54;660;3234;-12390;-60974;863;-32;698;1708;-11718;-60363;
4700;882;3;605;427;-7385;-66223;849;55;712;3479;-12573;-64208;
4710;839;93;570;-10253;6591;-71899;838;63;673;-9399;2929;-72204;
4720;880;167;535;3540;-427;-65002;808;90;606;-5065;5798;-69519;
4730;753;166;613;6958;-13549;-52612;808;198;613;8605;-8789;-58105;
4740;755;191;587;-3540;-20935;-40832;744;181;623;-10620;-22338;-35278;
4750;830;154;648;-9277;-30883;-28198;738;157;716;-10620;-28076;-28686;
4760;851;138;640;-9277;-30883;-28198;738;157;716;-7873;-38330;-28320;
4770;835;158;617;-6103;-41015;-28320;795;128;714;-7873;-38330;-28320;
4780;847;197;619;-1586;-51147;-24658;815;179;696;-2136;-48400;-28015;
4790;841;197;572;-6774;-63903;-14648;812;212;693;-3234;-60302;-18310;
4800;832;214;531;-15930;-73303;-6896;811;204;636;-23803;-76049;-2624;
4810;820;210;494;-25207;-75256;-915;797;212;570;-23803;-76049;-2624;
4820;839;187;468;-30273;-73120;427;795;204;536;-30700;-73791;122;
4830;845;169;439;-29663;-69458;-2197;809;169;507;-31433;-69946;-2380;
4840;832;173;417;-21728;-67993;-4943;809;155;488;-23986;-67504;-5676;
4850;839;177;408;-14831;-71350;-6835;802;171;475;-14709;-69763;-7690;
4860;841;164;406;-15197;-75866;-7507;810;178;461;-13793;-75439;-8666;
4870;785;169;369;-20019;-65795;-7080;784;173;429;-20202;-66650;-7995;
4880;769;169;337;-20019;-65795;-7080;784;173;429;-20202;-66650;-7995;
4890;775;195;320;-21789;-59875;-4699;747;178;403;-22033;-59631;-6347;
4900;833;208;324;-24414;-57922;854;752;199;373;-24414;-57678;-915;
4910;875;212;347;-28747;-54443;5737;814;211;369;-28808;-55541;5004;
4920;947;203;435;-32165;-46447;6896;853;198;392;-33142;-47790;6591;
4930;943;185;380;-32653;-31127;4943;905;188;425;-34301;-33325;4638;
4940;900;179;337;-28381;-13549;915;901;174;403;-30883;-13854;671;
4950;892;183;365;-20874;-8178;-1342;862;181;388;-22399;-7202;-2319;
4960;894;160;376;-14526;-2746;183;859;183;401;-15502;-3906;-671;
4970;890;150;369;-6286;6530;3234;869;155;405;-7812;5737;2868;
4980;906;160;396;3845;15747;6103;870;148;406;2929;15930;5920;
4990;921;167;373;11596;22521;6530;880;158;426;11169;22705;6652;
5000;908;162;390;16723;28503;5493;890;162;424;16113;28442;5187;
5010;955;130;363;16296;35217;4882;876;157;453;15808;34606;4516;
5020;933;138;353;15014;41748;4577;921;128;430;13061;42419;4394;
5030;910;130;431;15136;33813;2685;899;132;453;14221;33630;2258;
5040;921;105;371;7324;30151;1281;857;117;521;5737;28564;732;
5050;921;144;511;-9704;16723;-2502;892;128;560;-12634;15747;-3112;
5060;927;109;507;-9704;16723;-2502;892;128;560;-12634;15747;-3112;
5070;945;113;482;-7507;6713;2258;894;140;572;-8666;4394;1770;
5080;951;144;447;-5493;4333;7812;926;115;518;-6347;3417;8239;
5090;916;128;496;-8972;5187;7690;908;131;505;-10559;4882;7507;
5100;960;101;488;-14099;8300;6774;892;113;543;-16296;8300;6103;
5110;958;115;501;-12145;9033;7690;927;92;552;-13488;8850;7202;
5120;978;117;482;-8850;8056;6713;927;92;552;-9460;7568;6225;
5130;947;117;480;-10314;13183;4028;939;99;531;-11779;13427;3051;
5140;902;113;458;-11779;17150;1037;936;106;518;-13732;17639;122;
5150;871;113;455;-11535;18066;1098;893;108;522;-13183;17517;793;
5160;886;123;464;-11413;16845;3723;846;120;516;-12878;15808;3906;
5170;890;125;464;-11169;14099;5859;846;120;516;-12878;15808;3906;
5180;910;136;466;-10192;10925;7080;858;122;521;-12512;12573;6042;
5190;894;132;455;-9582;9704;6958;877;124;514;-11230;9521;6835;
5200;896;115;460;-8972;8605;5859;878;129;511;-10742;8911;6286;
5210;912;93;474;-8239;6103;5004;863;119;517;-10192;7629;5249;
5220;912;85;468;-6286;5432;3295;891;77;519;-6774;4882;2075;
5230;900;78;451;-6530;3356;-2014;865;80;521;-8300;1708;-2807;
5240;919;76;455;-6530;3356;-2014;865;80;521;-8300;1708;-2807;
5250;914;76;451;-10131;-2807;-2502;865;80;521;-8300;1708;-2807;
5260;900;85;451;-13610;-4394;-3356;884;72;509;-12390;-4943;-3051;
5270;890;85;486;-17089;-4333;-4577;878;74;501;-16174;-5249;-4272;
5280;892;99;486;-17089;-4150;-4455;863;92;535;-17944;-4455;-4760;
5290;902;105;498;-14831;-2990;-3234;863;92;535;-17944;-4455;-4760;
5300;906;89;529;-13244;-1892;-2380;875;103;538;-15258;-2868;-3356;
5310;917;85;523;-9948;-1342;-1892;885;93;564;-13732;-1953;-2502;
5320;933;89;509;-4394;-671;-2014;885;78;575;-8972;-1586;-2380;
5330;908;95;498;-1464;1159;-3479;899;79;549;-3417;-427;-2929;
5340;910;111;488;-366;2746;-4211;877;105;541;-1037;2807;-4699;
5350;898;105;498;-1647;3173;-2136;872;113;536;-2685;2868;-2136;
5360;898;97;498;-1647;3173;-2136;868;105;542;-2685;2868;-2136;
5370;906;103;496;-1098;3173;-1281;868;105;542;-2685;2868;-2136;
5380;900;97;470;671;3356;-1342;872;89;544;-1220;2929;-1525;
5390;898;105;468;549;4272;-2319;876;89;523;366;3601;-2075;
5400;886;113;490;-488;3479;-2136;856;110;538;-1892;2502;-1953;
5410;892;117;492;-732;1586;-122;856;110;538;-1892;2502;-1953;
5420;906;115;482;-488;122;1831;859;114;539;-1647;305;549;
5430;908;99;480;-488;366;2014;877;108;526;-1098;-488;1831;
5440;906;93;490;-1220;1525;1098;881;96;525;-1708;793;1220;
5450;900;93;478;-854;1770;61;875;86;536;-2197;1464;-61;
5460;906;89;474;-305;1342;-366;878;89;527;-1037;793;-1037;
5470;916;89;480;-427;1159;-793;878;89;527;-1037;793;-1037;
5480;914;85;488;-915;1098;-1464;883;86;528;-1525;1098;-1708;
5490;914;82;488;-976;610;-2563;884;77;540;-2075;854;-2563;
5500;910;89;476;-854;366;-3967;885;74;538;-1831;-122;-3906;
5510;884;97;484;-1281;1159;-5126;881;84;526;-1831;305;-5371;
5520;886;107;498;-1586;793;-4821;861;95;533;-1708;244;-4150;
5530;896;115;492;1464;854;1098;858;119;541;244;366;-549;
5540;896;107;482;1464;854;1098;867;114;535;1586;671;2197;
5550;902;113;480;2929;976;2807;867;114;535;1586;671;2197;
5560;904;109;480;4028;1220;2563;876;101;535;2990;732;2563;
5570;898;111;472;4394;2075;1403;877;98;531;3723;1586;1342;
5580;900;115;476;3784;1708;732;869;106;528;2197;1037;427;
5590;900;111;486;2746;1098;1220;868;110;530;2197;1037;427;
5600;906;101;484;2075;488;1647;873;108;536;1037;427;1159;
5610;906;95;478;2258;610;1403;878;97;533;1098;183;1159;
5620;898;97;482;2868;1770;305;879;89;531;1892;1159;122;
5630;894;101;480;3112;2136;-854;874;92;530;2197;2014;-1098;
5640;896;103;476;2868;2380;-1037;865;95;534;2014;2014;-1647;
5650;892;109;478;2441;2319;-671;869;100;530;1647;2136;-1159;
5660;892;105;484;1892;1953;-122;866;104;530;1037;1770;-610;
5670;894;109;494;2197;1586;427;865;106;535;1098;1220;-61;
5680;888;115;480;2807;1770;1098;865;107;535;1770;1464;549;
5690;900;113;488;2807;2075;1831;864;110;531;2197;1953;1281;
5700;902;105;488;2136;1098;2624;871;103;535;1403;1159;2075;
5710;906;93;482;366;-915;1831;881;89;534;-427;-1342;1342;
5720;906;89;474;366;-915;1831;881;89;534;-427;-1342;1342;
5730;904;97;480;-305;-1037;671;880;86;532;-1159;-1342;61;
5740;906;99;474;-366;-671;0;876;90;530;-1281;-976;-610;
5750;902;103;464;-488;-122;-366;874;93;520;-1281;-488;-854;
5760;898;107;474;-732;366;-549;868;99;516;-1647;122;-1037;
5770;888;101;474;-793;915;-427;862;100;522;-1770;793;-854;
5780;896;103;476;-366;1770;122;863;100;525;-1403;1464;-305;
5790;892;115;480;-183;2075;183;868;102;527;-1159;2014;-122;
5800;894;113;484;-122;2563;305;862;104;531;-1098;2197;-183;
5810;888;117;482;-244;2502;488;862;109;533;-1098;2197;61;
5820;886;121;490;-244;2319;854;859;115;538;-1342;2075;305;
5830;888;125;494;305;1770;1586;859;116;542;-732;1586;976;
5840;892;115;494;1220;1647;2136;859;116;540;366;1281;1708;
5850;892;115;484;2319;1586;2929;860;110;540;1525;1342;2563;
5860;896;99;496;2990;1892;3479;864;104;541;2258;1647;3112;
5870;902;93;500;2990;1831;3417;869;95;547;2014;1525;2929;
5880;900;97;500;2624;793;3173;869;89;551;1647;610;2624;
5890;894;93;492;2624;0;2685;871;90;548;2014;-427;2014;
5900;898;97;490;2624;0;2685;871;90;548;2014;-427;2014;
5910;902;99;480;3417;183;2441;867;89;541;2746;-244;1770;
5920;906;101;472;3417;427;2319;875;95;533;2624;244;1770;
5930;900;99;484;2563;1586;1892;876;97;530;1586;1342;1403;
5940;904;101;486;1586;2014;1586;871;94;536;427;1953;1159;
5950;898;99;478;610;1525;1586;869;96;523;-366;1220;1037;
5960;902;91;482;-61;1281;1647;867;91;533;-915;915;1098;
5970;898;101;484;-122;1403;1525;867;91;533;-915;915;1098;
5980;892;103;488;549;1464;1403;867;91;533;-366;1220;915;
5990;892;99;480;549;1464;1403;863;93;535;-366;1220;915;
6000;894;101;480;1037;1525;1403;865;98;533;244;1159;915;
6010;898;103;486;1098;1159;1464;865;98;533;244;1159;915;
6020;898;103;484;1037;1159;1770;865;98;536;244;915;1098;
6030;898;103;492;1220;976;1770;866;95;540;122;671;1342;
6040;886;99;488;1403;732;1892;868;93;541;427;549;1403;
6050;902;99;484;1708;488;1831;863;92;540;854;366;1342;
6060;898;97;490;1708;366;1953;866;94;538;732;122;1464;
6070;904;93;486;1403;0;2075;869;88;536;366;-183;1525;
6080;902;91;490;1403;0;2075;869;88;536;366;-183;1525;
6090;902;91;500;1220;183;1831;869;88;536;366;-183;1525;
6100;904;91;494;1220;610;1403;871;89;539;122;61;1159;
6110;902;85;498;2075;854;1281;871;85;548;488;366;915;
6120;900;87;496;3051;915;549;880;82;544;2441;549;-305;
6130;892;91;492;3173;732;-549;880;82;544;2441;549;-305;
6140;896;95;494;2868;244;-1098;871;86;544;2319;427;-1464;
6150;892;105;488;2868;-122;-1037;867;92;545;2014;-61;-1586;
6160;886;103;488;2563;-305;-793;866;94;541;1831;-549;-1342;
6170;894;103;480;2441;0;-366;862;98;538;1647;-488;-1159;
6180;892;105;476;2258;244;-427;868;98;525;1342;183;-854;
6190;892;101;478;1647;793;-549;868;98;525;1342;183;-854;
6200;898;103;484;1220;1342;-305;862;98;528;488;915;-1037;
6210;896;103;482;976;1220;-305;867;98;534;0;1159;-732;
6220;890;101;488;1403;2014;-427;866;95;533;183;1281;-793;
6230;898;111;490;2136;2746;-488;864;98;533;793;1892;-1037;
6240;894;105;494;2746;3295;-61;860;101;541;1892;3173;-244;
6250;894;107;513;3601;3173;671;865;99;549;2136;3112;183;
6260;894;107;503;3601;3173;671;862;101;555;3295;2929;183;
6270;890;107;496;4638;2685;793;862;101;555;3295;2929;183;
6280;890;105;498;5249;2197;1220;862;106;552;4333;2258;488;
6290;888;105;501;5432;1403;2075;862;108;552;4516;1586;1159;
6300;900;103;490;5737;976;2990;861;102;543;5187;549;2868;
6310;902;93;486;5859;488;3295;861;102;543;5187;549;2868;
6320;916;93;490;6103;427;2746;869;89;541;5126;183;2685;
6330;908;91;505;6408;1037;1098;879;80;543;5493;488;1342;
6340;900;91;500;7446;1831;-854;878;82;547;6347;1464;-732;
6350;894;107;484;8178;1770;-2014;868;88;544;7385;2014;-2258;
6360;896;109;490;6958;1281;-2319;869;102;535;5371;610;-2502;
6370;892;109;488;5187;427;-610;866;104;541;4333;0;-1525;
6380;896;109;482;5187;427;-610;866;104;541;3906;366;-671;
6390;888;109;494;4516;854;-122;867;108;534;3906;366;-671;
6400;896;101;486;3906;976;366;862;106;536;3295;854;-122;
6410;890;105;486;3540;1403;244;863;98;536;2929;854;0;
6420;894;95;494;3112;1953;122;864;95;539;2136;1892;-549;
6430;890;101;496;2746;1708;-183;865;95;540;2136;1892;-549;
6440;900;109;488;2563;1037;0;863;97;544;1770;1037;-549;
6450;904;107;486;2319;549;183;869;104;542;1525;244;-244;
6460;896;119;484;1892;488;244;870;107;540;1281;183;-122;
6470;890;115;486;1281;793;0;866;109;537;671;488;-488;
6480;884;109;494;427;549;-366;862;110;538;-1037;427;-732;
6490;888;115;492;-244;549;-122;855;110;542;-1037;427;-732;
6500;884;117;500;-610;732;122;854;110;541;-1464;427;-305;
6510;894;119;500;-305;183;183;861;115;550;-1342;305;-244;
6520;888;115;492;549;122;183;864;116;551;-488;61;-366;
6530;890;113;490;1342;-61;183;859;112;545;488;-305;-366;
6540;892;113;484;1342;-61;61;861;108;535;610;-183;-427;
6550;888;109;500;61;1098;183;858;108;541;-976;671;-427;
